export-world data (NetLogo 5.0.4),,,0.113333333,,,,,,,,,,,,
Virus on a Network.nlogo,,,,,,,,,,,,,,,
03/08/2014 02:04:48:976 -0800,,,,,,,,,,,,,,,
RANDOM STATE,,,,,,,,,,,,,,,
0 0 -1727483681 383 0.0 false 930016739 1646993715 -531725318 1971314692 -485148621 -422115800 -2136556425 -1858765098 460983455 1074214069 -1912045242 -2067828593 792689381 -582516532 -1787708507 1590214923 -1019981214 292332526 1688301708 -831385027 1000449112 -174075332 -897593302 295986901 235879251 181364056 -2076319436 -725335443 666361336 1293941299 588319567 -168965431 -453598478 -270474942 -1976452743 -1697245696 2035002783 -304404318 -1628082487 792014335 1918106275 -770729818 675858236 -1199382147 -231784008 -425706165 -1169680034 -544194937 186893243 -1242146603 -1749870818 -1549356390 327969654 1481785391 -551889710 -2081365424 -1450804713 277814405 577165534 -764154011 -1219939061 1444108970 609526264 863575151 280316635 -649331223 -1253386330 -1895172994 -137746609 -1263570260 -1017649896 738882634 -11553034 1468847131 -20100483 -766785662 2017962723 -1323271704 1058492739 -1487723599 -680422815 -141494513 -1705604160 1331715980 -2064755500 -1628002989 2025080652 1880780164 897388240 369437170 -1358392275 -1937264202 -773061915 -876892953 378401535 40496678 -387532229 750714377 -1227566884 783734954 934721043 1820946956 1297528949 -1157303008 607672828 -840556517 554688863 -1708493480 935647667 316910327 1762522173 935269635 1918694375 1595507731 -245814751 1728267479 -285745123 1353041745 -1572223787 1002881649 -963056344 2068763903 1493972303 -630091012 544365485 -1662097534 -906990450 -768782619 -1376272396 1607682139 456313204 1701416357 -1757859997 -15347312 -65180024 1978440437 307896342 1764601022 621258976 508094950 -1585226283 904639087 1431398894 923542651 614130811 1590615623 -665357694 1459305729 -19414430 -891287604 -1551958594 -1484754879 1011075393 660930877 -454563270 -750753465 -1804985841 -983571095 -755916637 243345903 -95885923 1260314039 -1875192341 -616673894 94048200 1699641278 -1958181818 -401929478 1055934074 -141036954 653604007 -1390345688 1937084189 1772539281 -1815815855 -748113935 -1590043214 -812140057 -1128669573 -1933155360 1395095704 -1029579159 -1776101769 1809818516 -1914425672 -535488125 1522462350 -991728582 836660280 -1854995810 2033011790 690250657 1466863166 471907515 1132809909 549619785 -1862941680 -1431934973 -1058249214 -1706803571 -1068654957 -211724899 710797724 -50282674 865874935 -972294244 451070072 2146810054 -932031526 -843094797 -1574938761 425887634 -1359302940 479975188 60458895 -1872685942 1810449617 126875682 2117331766 -782881510 1537098681 1702578971 2143131044 -1176582879 833105141 1806918564 1934135647 2119065682 927874679 1272710779 -262711698 -1021340160 1310288021 1962340141 1988500384 1053024133 -1272114034 -1934306068 116101723 3746271 -1920719351 7794483 -1640959304 522560248 -696328768 -93223891 1367028626 957033298 -321504902 -1577635830 -1514861763 36835053 -2051183736 1280082425 -1579942762 -1841742169 1166648652 -686030910 602581104 -1935666274 1524125373 -1019407394 -603537131 1429154426 -563049245 -290776993 5059504 1876474211 1505767752 619016099 2074818859 -747741378 2031183070 1272846717 425074601 -1370514463 645239364 112823908 -297071642 701162028 -373496449 761050533 568326500 -1882060296 1234224764 -1467698335 690500977 -84592213 -2137662529 -1538661962 1639737949 1398783726 -38833863 -194828960 1513266509 1835229134 -59720901 1169409614 813365440 205887553 -1906580432 93201545 879255342 -1833492628 457042615 -1851306537 -314622169 -1409406161 292626683 -1186563846 1819136833 -853033048 1232060303 -735193057 -743047307 -1680994581 542809693 1498295982 -973461103 304003474 2044658612 -170422219 -835899822 -276359423 196351286 -813348702 1319650293 -1488146329 558758467 626944003 1280885652 -1516735373 1491989605 -580344052 1290644249 -1330772932 1349809679 1654425205 -1256633959 -2083162174 626177732 -2012095408 2069240179 -1377384423 1621836218 -674380431 229057432 1933311600 -2126348097 -1335908401 -1765787699 -710567531 765593324 -510534700 -449040178 -1619934681 706842170 -114329700 -1991049996 1452688462 2088517494 9234109 -1619270028 -631675987 735766658 -1993290739 952713436 -1423254934 -779082681 -73325416 322728485 138733115 301421594 26092980 1363183381 373027523 -128377897 475233221 41161746 253895535 -1565148159 1967464601 -1609306355 -921176720 2061435385 -983122296 -616272185 -2105517647 -1821584439 1503293307 -948416523 1794988236 1186164829 950754405 -1275419456 71846088 660487166 527382308 -89920452 -668062659 1893465200 1304432673 920919700 606416651 -682431793 -979579331 -342911029 -469686912 1599006725 -1699119637 -1806764305 1342082481 1639625362 2000767874 -1606999212 -1413851131 -892969657 -1107959964 1995715748 -1083372860 1257076931 843143021 1964856162 -582891922 -802754654 1592531867 292121019 412070786 1089043593 -1069484707 -928220566 365822065 -994427006 -1360205375 -396419207 300581349 801819312 793355720 -1781062559 -1894826473 -1818625988 1748748968 -1083016366 -399663513 -1877374999 797121446 188947348 -878854081 -2108318638 -915152337 -1595084036 -239690736 1628558992 779194923 -843229911 -430109536 1899312750 -574482341 1326980406 -2002674863 848753040 1061918980 -1769557933 1750289791 -77913677 511258385 -157714504 -445705821 -70327852 -1861214401 470245480 1359796009 -1545196459 352503880 -183138887 82784673 1113340021 -1459389698 -270450906 868321550 -1556026327 933310802 -1466603103 1838741241 1725850376 540705939 -402725999 1557250138 -1122454408 -418508285 -599097414 -1712744305 -1144322455 -1592106010 -993421531 -1245900879 1872776760 1585539318 -1249843658 1121136849 924721076 -684431065 1411302078 1918079387 -875918592 1857615027 407054740 -839389103 1789956901 756199689 1679700053 68320524 1441449282 641035533 1853553598 -2144211513 344025130 209431089 -54467082 947212799 40727258 -14267285 -1815506442 -1974744898 -1185790023 1229192753 -1985619665 -746783138 -927642127 1828050927 -1052905516 -1178961493 2109006080 545435432 -2005272120 -1367272376 472449762 -1720506670 1299802345 -1622843158 -1386911843 -276696399 762284184 1039462612 542743748 1930797682 -1375107174 -1792557311 635828549 1511214697 1682265729 -1243557805 -1686784159 -1571760871 2052552477 -1641089573 -16150696 173069992 -270407986 1883880818 23988334 519519362 1722935809 948090540 -515231159 -1236620166 860936325 -430754698 -1961260140 -2070762646 -1032845476 2066428011 -369709175 -1770350204 -1176524138 897902684 -1909809347 -1302651367 2070467223 1015237613 -772009902 -1148644993 -1187187446 -1738776175 -1466816328 230884916 1645489393 -1518170893 -1397455578 297821096 -1615576488 196896934 1485229650 1832388278 -1593061887 -1920652016 -1482809820 -1211036277 -572945333 143645543 557019393 1728190551 162091584 -389152407 235647188 1740667178 1298015005 -108547056 -1782920481 192428922 -2127288008 -1773049749 76874338 -886557678 -1776326399 2127867387 -1348918123 621484278 -564776889 1508867771 1583959694 2081593368 -453159902 -1511916080,,,,,,,,,,,,,,,
GLOBALS,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,perspective,subject,nextIndex,directed-links,ticks,average-node-degree,gain-resistance-chance,initial-outbreak-size,number-of-nodes,recovery-chance,virus-check-frequency,virus-spread-chance
-20,20,-20,20,0,nobody,150,"""UNDIRECTED""",200,3,5,3,150,5,1,5
TURTLES,,,,,,,,,,,,,,,
who,color,heading,xcor,ycor,shape,label,label-color,breed,hidden?,size,pen-size,pen-mode,infected?,resistant?,virus-check-timer
0,55,84,18.29223465,-7.005138394,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
1,55,312,-15.91992624,14.95826347,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
2,55,220,13.01504815,13.03624015,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
3,55,281,3.055350232,4.399809811,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
4,55,318,20,4.879050327,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
5,55,25,-13.54563623,-11.07528492,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
6,55,131,-12.01432795,-4.518513263,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
7,15,34,-5.515654943,-18.34438448,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",TRUE,FALSE,0
8,55,193,13.3427857,17.88161884,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
9,55,351,-15.71594091,19.76226452,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
10,55,307,11.07123433,10.08957148,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
11,55,197,-10.41657419,-1.988673824,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
12,55,298,-17.1690115,3.506450397,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
13,55,54,-5.929227236,10.73231966,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
14,55,70,14.21632285,-12.70545194,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
15,55,352,17.63506794,-10.18793355,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
16,55,28,-9.436398332,10.39919444,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
17,55,307,-7.705445605,3.237426345,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
18,55,112,9.354998467,4.93102221,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
19,55,97,-5.960456168,0.253954207,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
20,55,151,17.45369545,-13.87362558,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
21,15,167,11.25467357,-3.57980965,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",TRUE,FALSE,0
22,55,155,16.92305901,-0.764953991,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
23,55,115,-17.12816062,-4.162711129,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
24,55,140,15.58196578,14.56781581,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
25,55,314,16.10103404,10.81774403,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
26,55,26,-16.471784,-12.87556493,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
27,55,106,-2.61635434,10.87519406,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
28,15,253,-7.38715042,-8.909999519,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",TRUE,FALSE,0
29,55,61,1.09735984,-6.060575895,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
30,55,100,-19.52908565,14.78733967,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
31,55,264,-17.98562576,11.39323253,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
32,55,147,-10.09199355,6.199005416,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
33,55,319,-6.963023326,5.14732258,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
34,55,227,20,-12.73797082,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
35,5,33,-9.212702859,-9.733217338,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,TRUE,0
36,15,121,7.916941133,-7.845226286,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",TRUE,FALSE,0
37,55,9,-9.306287351,17.70961841,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
38,55,293,3.075063616,17.44431718,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
39,55,216,-5.996016453,-11.82952313,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
40,5,89,6.54919922,-5.658175697,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,TRUE,0
41,55,52,19.5583138,-16.52178441,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
42,55,147,5.375395649,12.24793956,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
43,55,52,18.1854899,-3.095552445,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
44,55,196,-19.97909185,20,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
45,55,247,8.663078666,10.08578414,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
46,55,81,-3.877855398,-1.770610236,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
47,55,22,5.353573766,-11.8461909,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
48,55,320,-1.992078459,-7.758119738,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
49,55,15,-6.288723758,17.44971371,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
50,55,128,-1.645040115,20,"""circle""","""""",9.9,{all-turtles},FALSE,1,1,"""up""",FALSE,FALSE,0
